5/12/2022,2072.505,1925.01,-106.15
5/13/2022,1960.123,2043.75,118.74
5/14/2022,2014.281,1997.47,-46.28
5/15/2022,2056.183,2128.88,131.41
5/16/2022,2145.837,2030.99,-97.89
5/17/2022,2022.882,2051.9,20.91
5/18/2022,2090.46,1962.74,-89.16
5/19/2022,1916.15,2011.38,48.64
5/20/2022,2018,1957.64,-53.74
5/21/2022,1961.018,1972.76,15.12
5/22/2022,1974.671,2004.77,32.01
5/23/2022,2042.345,1996.35,-8.42
5/24/2022,1972.391,1967.21,-29.14
5/25/2022,1978.677,1959.09,-8.12
5/26/2022,1945.033,1826.05,-133.04
5/27/2022,1802.544,1744.16,-81.89
5/28/2022,1762.482,1790.25,46.09
5/29/2022,1792.184,1793.03,2.78
5/30/2022,1811.886,1952.14,159.11
5/31/2022,1996.408,1948.13,-4.01
6/1/2022,1942.051,1794.22,-153.91
6/2/2022,1822.412,1824.05,29.83
6/3/2022,1834.135,1758.06,-65.99
6/4/2022,1775.221,1774.69,16.63
6/5/2022,1801.819,1809.74,35.05
6/6/2022,1805.636,1860.47,50.73
6/7/2022,1859.334,1844.73,-15.74
6/8/2022,1814.101,1796.12,-48.61
6/9/2022,1793.513,1792.44,-3.68
6/10/2022,1789.69,1677.39,-115.05
6/11/2022,1665.218,1521.84,-155.55
6/12/2022,1530.19,1477.97,-43.87
6/13/2022,1443.835,1243.08,-234.89
6/14/2022,1204.555,1187.3,-55.78
6/15/2022,1211.366,1177.44,-9.86
6/16/2022,1233.603,1096.86,-80.58
6/17/2022,1067.988,1095,-1.86
6/18/2022,1086.378,902.25,-192.75
6/19/2022,993.4007,1138.58,236.33
6/20/2022,1127.656,1119.96,-18.62
6/21/2022,1127.512,1121.57,1.61
6/22/2022,1125.373,1051.16,-70.41
6/23/2022,1051.329,1134.2,83.04
6/24/2022,1143.205,1215.09,80.89
6/25/2022,1226.725,1207.44,-7.65
6/26/2022,1242.988,1247.7,40.26
6/27/2022,1199.713,1202.24,-45.46
6/28/2022,1193.254,1160.55,-41.69
6/29/2022,1144.524,1107.93,-52.62
6/30/2022,1099.353,1011.67,-96.26
7/1/2022,1068.317,1067.88,56.21
7/2/2022,1060.121,1062.79,-5.09
7/3/2022,1066.467,1083.27,20.48
7/4/2022,1073.794,1120.44,37.17
7/5/2022,1150.51,1154.34,33.9
7/6/2022,1134.822,1160.63,6.29
7/7/2022,1186.961,1237.75,77.12
7/8/2022,1237.58,1242.36,4.61
7/9/2022,1222.307,1219.84,-22.52
7/10/2022,1216.904,1177.5,-42.34
7/11/2022,1168.139,1136.62,-40.88
7/12/2022,1097.259,1046,-90.62
7/13/2022,1038.187,1075.93,29.93
7/14/2022,1113.516,1191.48,115.55
7/15/2022,1191.675,1256.28,64.8
7/16/2022,1232.792,1345.6,89.32
7/17/2022,1353.205,1343.41,-2.19
7/18/2022,1338.806,1473.04,129.63
7/19/2022,1578.384,1559.6,86.56
7/20/2022,1542.954,1524,-35.6
7/21/2022,1520.374,1586.73,62.73
7/22/2022,1576.745,1525.01,-61.72
7/23/2022,1536.457,1523.82,-1.19
7/24/2022,1549.223,1611.43,87.61
7/25/2022,1599.157,1520.86,-90.57
7/26/2022,1445.151,1379.02,-141.84
7/27/2022,1443.727,1601.64,222.62
7/28/2022,1636.232,1756.28,154.64
7/29/2022,1725.624,1733.17,-23.11
7/30/2022,1727.062,1702.82,-30.35
7/31/2022,1695.885,1721.29,18.47
8/1/2022,1681.446,1622.95,-98.34
8/2/2022,1634.646,1650.3,27.35
8/3/2022,1633.051,1641.88,-8.42
8/4/2022,1618.887,1590.67,-51.21
8/5/2022,1607.524,1679.93,89.26
8/6/2022,1732.661,1715,35.07
8/7/2022,1691.778,1722.52,7.52
8/8/2022,1699.693,1799.85,77.33
8/9/2022,1776.071,1698.01,-101.84
8/10/2022,1702.906,1842.6,144.59
8/11/2022,1851.828,1902.53,59.93
8/12/2022,1880.899,1933.74,31.21
8/13/2022,1957.334,1991.91,58.17
